X,Y,OBJECTID,LOCATION,MAG,DEPTH,DATUM
6.577000003899061,52.943000006278304,118,Geelbroek,0.7,3,1997-01-14T00:00:00.000Z
7.04600000425013,52.835000005898657,119,Roswinkel,2.4,2,1997-01-16T00:00:00.000Z
6.678000003891195,53.07900000607718,120,Annen,0.6,3,1997-01-24T00:00:00.000Z
6.752000004115677,53.387000006789286,121,Zijldijk,1.6,3,1997-02-17T00:00:00.000Z
6.568000004728518,52.947000006425483,122,Eleveld,1.1,3,1997-02-17T00:00:00.000Z
7.038000005318604,52.832000006362065,123,Roswinkel,3.4,2,1997-02-19T00:00:00.000Z
6.803000005100232,52.642000005785675,124,Coevorden,1.2,3,1997-02-26T00:00:00.000Z
6.267000004737779,53.288000005888236,125,Pieterzijl,1.3,3,1997-03-02T00:00:00.000Z
6.815000004130354,53.10600000583937,126,Zuidlaarderveen,-0.8,3,1997-03-08T00:00:00.000Z
6.812000005017326,53.109000006317245,127,Zuidlaarderveen,0,3,1997-03-08T00:00:00.000Z
6.748000004326931,53.252000006311043,128,Woudbloem,-0.2,3,1997-03-25T00:00:00.000Z
6.873000004668676,52.768000005811295,129,Emmen,1.4,3,1997-04-01T00:00:00.000Z
6.865000004096124,53.200000006512695,130,Noordbroek,0.5,3,1997-04-09T00:00:00.000Z
7.053000005379464,52.834000005777789,131,Roswinkel,0.8,2,1997-04-17T00:00:00.000Z
6.803000003967724,53.249000005972569,132,Schildwolde,1.4,3,1997-04-29T00:00:00.000Z
6.930000004141686,53.300000006062696,133,Weiwerd,1.1,3,1997-05-04T00:00:00.000Z
6.737000005178347,53.144000006136423,134,Kropswolde,0.8,3,1997-05-04T00:00:00.000Z
7.053000004813614,52.836000006133702,135,Roswinkel,1.3,2,1997-05-19T00:00:00.000Z
6.875000003842718,53.29200000648774,136,Opwierde,1.2,3,1997-06-06T00:00:00.000Z
6.753000004216123,53.364000006181342,137,t-Zandt,1.8,3,1997-06-19T00:00:00.000Z
7.055000004366375,52.831000005841823,138,Roswinkel,1.8,2,1997-06-20T00:00:00.000Z
6.752000004651108,53.094000006384597,139,Oud-Annerveen,1.9,3.5,1997-06-21T00:00:00.000Z
7.053000004581708,52.833000005663848,140,Roswinkel,1.2,2,1997-07-09T00:00:00.000Z
6.717000004244359,53.061000006059921,141,Oud-Annerveen,-0.7,3,1997-07-17T00:00:00.000Z
6.753000004077479,53.24700000625942,142,Lageland,1.2,3,1997-07-23T00:00:00.000Z
7.050000004508902,52.834000006431161,143,Roswinkel,1.6,2,1997-08-18T00:00:00.000Z
7.050000004508902,52.834000006431161,144,Roswinkel,2.1,2,1997-08-18T00:00:00.000Z
6.813000004180357,53.063000006199488,145,Spijkerboor,0.2,3,1997-08-22T00:00:00.000Z
6.813000004180357,53.063000006199488,146,Spijkerboor,0.6,3,1997-08-23T00:00:00.000Z
6.683000004718525,53.239000006021335,147,Lageland,1.6,3,1997-08-23T00:00:00.000Z
6.747000003736237,53.338000006544249,148,Wirdum,1.1,3,1997-09-13T00:00:00.000Z
6.740000004412787,53.045000005796247,149,Annen,0.4,3,1997-09-14T00:00:00.000Z
6.705000004399989,53.427000006352941,150,Zandeweer,1.4,3,1997-11-01T00:00:00.000Z
6.513000003726458,53.108000005844815,151,Donderen,1.4,3,1997-11-03T00:00:00.000Z
6.793000005223174,53.328000006626112,152,Wirdum,1.6,3,1997-11-04T00:00:00.000Z
6.822000005048984,53.104000005913591,153,Oud-Annerveen,0.3,3,1997-11-15T00:00:00.000Z
6.792000004636875,53.206000005946954,154,Slochteren,1.1,3,1997-11-20T00:00:00.000Z
6.765000004073555,53.254000006481036,155,Woudbloem,0.2,3,1997-11-26T00:00:00.000Z
6.897000004542116,53.279000005930534,156,Meedhuizen,1.8,3,1997-12-03T00:00:00.000Z
6.858000004345843,53.244000006478416,157,Siddeburen,1.3,3,1997-12-03T00:00:00.000Z
6.702000005078945,53.075000006378801,158,Zuidlaarderveen,0.3,3,1997-12-07T00:00:00.000Z
7.015000004613126,53.316000005905565,159,Termunterzijl,1.3,3,1997-12-23T00:00:00.000Z
6.597000004073071,52.937000006217602,160,Amen,1.2,3,1998-01-08T00:00:00.000Z
6.547000004059086,52.984000005756009,161,Geelbroek,1.1,3.5,1998-01-22T00:00:00.000Z
7.042000005006532,52.833000006360265,162,Roswinkel,2.7,2,1998-01-28T00:00:00.000Z
7.037000004147911,52.833000005965964,163,Roswinkel,2,2,1998-01-28T00:00:00.000Z
6.745000003878287,53.236000006221786,164,Woudbloem,0.7,3,1998-01-31T00:00:00.000Z
6.935000004870925,53.291000006260099,165,Meedhuizen,1.1,3,1998-02-05T00:00:00.000Z
6.77300000387291,53.356000006301571,166,t-Zandt,2.6,3,1998-02-15T00:00:00.000Z
6.730000004844213,53.345000006503732,167,Westeremden,1.3,3,1998-03-29T00:00:00.000Z
6.723000004098492,53.339000005932526,168,Zeerijp,1.5,3,1998-04-19T00:00:00.000Z
6.682000003980513,53.425000006380017,169,Uithuizen,1.6,3,1998-04-19T00:00:00.000Z
6.865000003918288,53.107000006348684,170,Veendam,0.4,3,1998-04-28T00:00:00.000Z
6.707000004397628,53.197000006061103,171,Scharmer,0.8,3,1998-04-30T00:00:00.000Z
6.732000004703852,53.40400000597522,172,Oldenzijl,1.3,3,1998-05-18T00:00:00.000Z
6.777000004185475,53.20300000636059,173,Slochteren,0.9,3,1998-05-30T00:00:00.000Z
7.053000004581708,52.833000005663848,174,Roswinkel,3.3,2,1998-07-14T00:00:00.000Z
6.803000004067259,53.192000006191201,175,Froombosch,1.1,3,1998-08-14T00:00:00.000Z
6.810000005085318,53.29800000666971,176,Overschild,2.4,3,1998-08-24T00:00:00.000Z
6.875000003888829,52.742000006422735,177,Emmen,1.9,3,1998-09-05T00:00:00.000Z
6.74800000381959,53.353000006126322,178,Zeerijp,0.9,3,1998-10-04T00:00:00.000Z
6.60700000501068,52.974000006235116,179,Deurze,0.8,3,1998-10-20T00:00:00.000Z
6.572000004105328,52.955000006155878,180,Geelbroek,1.3,3,1998-11-01T00:00:00.000Z
6.698000004594995,53.392000006682437,181,Oldenzijl,2,3,1998-12-12T00:00:00.000Z
6.830000004707221,53.215000006044704,182,Slochteren,1.6,3,1998-12-26T00:00:00.000Z
7.057000005155211,52.837000005829964,183,Roswinkel,1.1,2,1999-01-11T00:00:00.000Z
6.777000005048774,53.35900000652547,184,Zeerijp,2.1,3,1999-01-13T00:00:00.000Z
6.82500000379425,53.255000006278095,185,Siddeburen,0.4,3,1999-01-31T00:00:00.000Z
6.792000004906071,53.101000005799072,186,Borgercompagnie,1,3,1999-03-05T00:00:00.000Z
6.778000004010899,53.325000006652132,187,Wirdum,1.6,3,1999-03-06T00:00:00.000Z
7.051000003992691,52.833000005948691,188,Roswinkel,1.3,2,1999-03-12T00:00:00.000Z
7.052000004270605,52.832000006238204,189,Roswinkel,1.5,2,1999-03-17T00:00:00.000Z
6.8400000050846,53.312000006375676,190,Appingedam,1.4,3,1999-04-21T00:00:00.000Z
6.152000003596831,53.111000005878665,191,Rottevalle,1,3,1999-04-22T00:00:00.000Z
7.055000004009131,52.836000006028407,192,Roswinkel,1.4,2,1999-05-06T00:00:00.000Z
6.700000004557888,53.325000006225984,193,Stedum,1.6,3,1999-05-08T00:00:00.000Z
7.052000004381267,52.834000006303327,194,Roswinkel,1.7,2,1999-05-14T00:00:00.000Z
7.052000004381267,52.834000006303327,195,Roswinkel,1.4,2,1999-05-15T00:00:00.000Z
6.815000004968644,53.164000005992818,196,Sappemeer,0.7,3,1999-05-21T00:00:00.000Z
6.402000004226225,53.09700000631652,197,Steenbergen,1.1,3,1999-06-07T00:00:00.000Z
6.62700000452887,52.950000006256673,198,Amen,1.3,3,1999-07-07T00:00:00.000Z
6.727000004467409,53.382000006548189,199,Garsthuizen,1.4,3,1999-08-10T00:00:00.000Z
6.702000004519916,53.346000006404289,200,Westeremden,0.7,3,1999-08-11T00:00:00.000Z
6.795000004252854,53.068000006641803,201,Eexterveen,1.5,3,1999-09-07T00:00:00.000Z
6.813000004643347,53.057000006557892,202,Eexterveen,0.5,3,1999-09-07T00:00:00.000Z
6.718000003937611,53.078000005853895,203,Schipborg,0.4,3,1999-10-18T00:00:00.000Z
6.67800000415378,53.060000006337496,204,Schuilingsoord,0.3,3,1999-10-18T00:00:00.000Z
6.592000004326791,52.941000006032176,205,Amen,1.7,3,1999-10-22T00:00:00.000Z
6.802000004058542,53.179000006514215,206,Achterdiep,1.1,3,1999-12-08T00:00:00.000Z
6.803000004553893,53.246000006182179,207,Schildwolde,1.1,3,1999-12-09T00:00:00.000Z
6.797000004880517,53.184000006364883,208,Achterdiep,1,3,1999-12-09T00:00:00.000Z
6.792000004401107,53.175000005864646,209,Achterdiep,1.4,3,1999-12-10T00:00:00.000Z
6.710000004418505,53.352000006431879,210,Westeremden,1.5,3,1999-12-20T00:00:00.000Z
6.765000004987574,53.190000006020689,211,Kolham,1,3,1999-12-21T00:00:00.000Z
6.947000004697205,53.320000006535963,212,Delfzijl,1.8,3,1999-12-24T00:00:00.000Z
7.048000005025797,52.835000005893484,213,Roswinkel,2.8,2,1999-12-31T00:00:00.000Z
7.043000005335706,52.834000006478746,214,Roswinkel,1.1,2,2000-01-07T00:00:00.000Z
6.655000003925498,53.077000006511561,215,Schipborg,0.6,3,2000-01-10T00:00:00.000Z
6.822000003937737,53.321000006609673,216,Appingedam,1.7,3.5,2000-02-12T00:00:00.000Z
6.698000003851402,53.343000006353812,217,Westeremden,1.6,3,2000-03-19T00:00:00.000Z
7.045000004198637,52.835000005899339,218,Roswinkel,0.8,2,2000-03-27T00:00:00.000Z
6.750000004867296,52.685000005815546,219,Dalen,1.3,3,2000-04-01T00:00:00.000Z
6.632000004772082,53.205000006505387,220,Engelbert,1.2,3,2000-04-08T00:00:00.000Z
6.845000003898225,53.370000006558044,221,Godlinze,1.1,3,2000-04-08T00:00:00.000Z
6.77200000375319,53.308000006623637,222,Ten Boer,1.2,3,2000-04-14T00:00:00.000Z
6.710000004679854,53.380000006419927,223,Garsthuizen,1.9,3,2000-05-16T00:00:00.000Z
6.813000005052082,53.087000005946926,224,Annerveenschekanaal,1.1,3,2000-06-09T00:00:00.000Z
6.763000003903557,53.348000006077896,225,Loppersum,2,3,2000-06-11T00:00:00.000Z
6.742000005053137,53.340000005994334,226,Loppersum,2.5,3,2000-06-12T00:00:00.000Z
6.847000005283695,53.280000005906111,227,Siddeburen,2.5,3,2000-06-15T00:00:00.000Z
6.75200000517043,53.340000005964569,228,Loppersum,1.2,3,2000-07-06T00:00:00.000Z
6.575000004707372,53.064000006182233,229,Vries,1,3,2000-07-10T00:00:00.000Z
6.565000004914941,53.079000005847718,230,Vries,1.1,3,2000-07-13T00:00:00.000Z
6.782000004193341,53.367000006059648,231,t-Zandt,1.5,3,2000-07-16T00:00:00.000Z
6.820000004872488,53.076000006006133,232,Annerveenschekanaal,1,3,2000-09-22T00:00:00.000Z
6.79300000383077,53.082000006258824,233,Annerveenschekanaal,2.2,3,2000-09-22T00:00:00.000Z
6.788000003878864,53.081000006559371,234,Annerveenschekanaal,1,2.7,2000-09-23T00:00:00.000Z
7.052000004270605,52.832000006238204,235,Roswinkel,3.2,2.3,2000-10-25T00:00:00.000Z
6.608000004504293,52.97700000577337,236,Deurze,0.3,3,2000-11-12T00:00:00.000Z
6.812000003983322,53.108000006595532,237,Borgercompagnie,0.4,3,2000-12-23T00:00:00.000Z
6.910000004202139,53.29400000625597,238,Meedhuizen,1.4,3,2000-12-26T00:00:00.000Z
